codigoParadero,latitud,longitud
PG1093,-33.5536885,-70.6356629
PG1097,-33.5463344,-70.6434629
PG1098,-33.5376204,-70.6450229
PG1099,-33.5344990,-70.6441348
PG11,-33.5488619,-70.6710056
PG110,-33.5581056,-70.6330369
PG1100,-33.5330985,-70.6437273
PG1101,-33.5316914,-70.6433350
PG1102,-33.5296264,-70.6427510
PG1103,-33.5277144,-70.6414960
PG1104,-33.5249534,-70.6409109
PG1105,-33.5220864,-70.6401719
PG1106,-33.5186145,-70.6393049
PG1107,-33.5147874,-70.6628361
PG1109,-33.5195375,-70.6396560
PG111,-33.5201236,-70.6365509
PG1110,-33.5217594,-70.6401770
PG1111,-33.5246694,-70.6408779
PG1112,-33.5271794,-70.6414844
PG1113,-33.5292214,-70.6427390
PG1114,-33.5312741,-70.6433271
PG1115,-33.5326846,-70.6437218
PG1116,-33.5341720,-70.6441349
PG1117,-33.5370504,-70.6449570
PG1118,-33.5384845,-70.6453568
PG1119,-33.5391614,-70.6427450
PG112,-33.5252315,-70.6359919
PG1120,-33.5491794,-70.6460859
PG1121,-33.5519803,-70.6466469
PG1122,-33.5524284,-70.6449259
PG1123,-33.5529025,-70.6416826
PG1124,-33.5532905,-70.6389510
PG1125,-33.5537735,-70.6356000
PG1126,-33.5539905,-70.6340329
PG1127,-33.5565996,-70.6314308
PG1128,-33.5609205,-70.6345430
PG1129,-33.5602929,-70.6480888
PG113,-33.5277928,-70.6356968
PG1130,-33.5601803,-70.6501999
PG1131,-33.5599710,-70.6527669
PG1132,-33.5597482,-70.6558570
PG1133,-33.5272599,-70.6710470
PG1134,-33.5282290,-70.6682880
PG1135,-33.5330810,-70.6693639
PG1136,-33.5319371,-70.6739758
PG1137,-33.5307878,-70.6775310
PG1138,-33.5340258,-70.6802679
PG1139,-33.5356117,-70.6803759
PG114,-33.5326305,-70.6348930
PG1140,-33.5365420,-70.6773563
PG1141,-33.5372009,-70.6751696
PG1142,-33.5383534,-70.6711719
PG1143,-33.5360060,-70.6701270
PG1145,-33.5385266,-70.6654488
PG1146,-33.5376760,-70.6683110
PG1147,-33.5367666,-70.6717070
PG1148,-33.5359122,-70.6745252
PG1149,-33.5350978,-70.6772270
PG115,-33.5370538,-70.6346337
PG1150,-33.5342528,-70.6799719
PG1151,-33.5351288,-70.6813539
PG1152,-33.5300686,-70.6800628
PG1153,-33.5307659,-70.6779084
PG1154,-33.5319014,-70.6744568
PG1155,-33.5305709,-70.6714839
PG1156,-33.5314170,-70.6688909
PG1157,-33.5295940,-70.6681360
PG1158,-33.5288070,-70.6702809
PG1159,-33.5271219,-70.6712259
PG116,-33.5418505,-70.6342419
PG1160,-33.5260434,-70.6750599
PG1161,-33.5246219,-70.6746890
PG1162,-33.5255319,-70.6709849
PG1163,-33.5230319,-70.6709939
PG1164,-33.5159539,-70.6717390
PG1166,-33.5172650,-70.6657759
PG1167,-33.5182395,-70.6612589
PG117,-33.5510967,-70.6326179
PG1171,-33.5547394,-70.6610363
PG1172,-33.5806220,-70.6575496
PG1174,-33.5948927,-70.6216129
PG1175,-33.5948556,-70.6186901
PG1176,-33.5947907,-70.6213320
PG1177,-33.5949947,-70.6242330
PG1179,-33.5950226,-70.6273240
PG118,-33.5654366,-70.6304489
PG1182,-33.5853385,-70.6342529
PG1183,-33.5850540,-70.6367758
PG1184,-33.5848658,-70.6384963
PG1185,-33.5809934,-70.6574812
PG1186,-33.5798232,-70.6572620
PG1187,-33.5781122,-70.6569360
PG1188,-33.5546911,-70.6634630
PG1189,-33.5532971,-70.6631019
PG119,-33.5693785,-70.6302129
PG1190,-33.5517461,-70.6626930
PG1191,-33.5495561,-70.6621350
PG1192,-33.5475822,-70.6615485
PG1193,-33.5775134,-70.6890839
PG1194,-33.5755126,-70.6941457
PG1195,-33.5750485,-70.6953289
PG1197,-33.5761515,-70.7058899
PG1198,-33.5757263,-70.7077020
PG1199,-33.5771505,-70.7116275
PG12,-33.5507879,-70.6725130
PG120,-33.5727719,-70.6299244
PG1200,-33.5796631,-70.7105700
PG1201,-33.5818262,-70.7108259
PG1202,-33.5839513,-70.7096420
PG1203,-33.5879943,-70.7102319
PG1204,-33.5985236,-70.6954610
PG1205,-33.5996007,-70.6932433
PG1206,-33.6013466,-70.6895080
PG1207,-33.6080052,-70.6833776
PG1208,-33.6113587,-70.6834670
PG1209,-33.6160897,-70.6824390
PG121,-33.5733740,-70.6298649
PG1210,-33.6213537,-70.6812873
PG1211,-33.6264398,-70.6797199
PG1212,-33.6383349,-70.6733957
PG1213,-33.6263608,-70.6796459
PG1214,-33.6216618,-70.6811009
PG1215,-33.6116207,-70.6833230
PG1216,-33.6079486,-70.6832662
PG1217,-33.6052537,-70.6826210
PG1218,-33.5995946,-70.6926138
PG1219,-33.5989785,-70.6939694
PG122,-33.5767081,-70.6295765
PG1221,-33.5875274,-70.7098163
PG1222,-33.5848203,-70.7094220
PG1224,-33.5789452,-70.7108730
PG1225,-33.5767663,-70.7103420
PG1226,-33.5741812,-70.7113100
PG1227,-33.5705053,-70.7093289
PG1228,-33.5700624,-70.7032279
PG1229,-33.5698134,-70.6997440
PG123,-33.5826451,-70.6289941
PG1231,-33.5752555,-70.6953470
PG1232,-33.5763367,-70.6924391
PG1233,-33.5783517,-70.6873889
PG1235,-33.5592358,-70.6774449
PG1236,-33.5597409,-70.6742179
PG1237,-33.5604447,-70.6695985
PG1238,-33.5607420,-70.6676559
PG1239,-33.5620851,-70.6593500
PG124,-33.5855676,-70.6273180
PG1240,-33.5624473,-70.6571222
PG1241,-33.5628392,-70.6544179
PG1242,-33.5631073,-70.6523440
PG1243,-33.5636213,-70.6484160
PG1244,-33.5640504,-70.6451369
PG1245,-33.5645444,-70.6413689
PG1246,-33.5651055,-70.6369360
PG1247,-33.5654718,-70.6340619
PG1248,-33.5658547,-70.6307292
PG1249,-33.5610857,-70.6231050
PG125,-33.5851446,-70.6242129
PG1251,-33.5621259,-70.6123909
PG1252,-33.5611718,-70.6161029
PG1253,-33.5618628,-70.6181029
PG1256,-33.5584237,-70.6233823
PG1257,-33.5610316,-70.6306239
PG1259,-33.5653316,-70.6332950
PG126,-33.5846433,-70.6203581
PG1260,-33.5649135,-70.6367849
PG1261,-33.5643677,-70.6409959
PG1262,-33.5638976,-70.6446688
PG1263,-33.5633803,-70.6486259
PG1264,-33.5629363,-70.6519819
PG1265,-33.5626562,-70.6541700
PG1266,-33.5623562,-70.6565279
PG1267,-33.5621322,-70.6582730
PG1268,-33.5615421,-70.6619770
PG1269,-33.5611731,-70.6642560
PG127,-33.5840418,-70.6159770
PG1270,-33.5607060,-70.6671460
PG1271,-33.5602308,-70.6700791
PG1272,-33.5588400,-70.6705619
PG1273,-33.5583019,-70.6730590
PG1274,-33.5574122,-70.6771074
PG1276,-33.5718770,-70.6703170
PG1277,-33.5713542,-70.6731050
PG1279,-33.5766015,-70.6382409
PG128,-33.5834459,-70.6118989
PG1280,-33.5826821,-70.6600119
PG1281,-33.5824041,-70.6620320
PG1282,-33.5824559,-70.6764179
PG1283,-33.5714713,-70.6731181
PG1284,-33.5719171,-70.6706149
PG1285,-33.5550631,-70.6610050
PG1286,-33.5536541,-70.6606789
PG1287,-33.5916396,-70.6843519
PG1288,-33.5894477,-70.6829480
PG1289,-33.5902644,-70.6675199
PG129,-33.5837418,-70.6154760
PG1290,-33.5899210,-70.6646879
PG1293,-33.5895696,-70.6646878
PG1294,-33.5905410,-70.6649880
PG1295,-33.5902440,-70.6671960
PG1296,-33.5894859,-70.6708550
PG1299,-33.5535503,-70.6514480
PG13,-33.5538920,-70.6749622
PG130,-33.5842548,-70.6191919
PG1300,-33.5509483,-70.6509000
PG1301,-33.5488643,-70.6504740
PG1302,-33.5470783,-70.6500919
PG1303,-33.5454873,-70.6497720
PG1304,-33.5438133,-70.6494309
PG1305,-33.5432316,-70.6513819
PG1306,-33.5413561,-70.6586920
PG1307,-33.5407481,-70.6615699
PG1308,-33.5357092,-70.6528659
PG1309,-33.5362333,-70.6503076
PG131,-33.5848277,-70.6234009
PG1310,-33.5365903,-70.6485779
PG1311,-33.5372844,-70.6452199
PG1312,-33.5371577,-70.6419106
PG1313,-33.5373744,-70.6404609
PG1314,-33.5378535,-70.6363120
PG1315,-33.5377815,-70.6346810
PG1316,-33.5341096,-70.6350986
PG1317,-33.5338255,-70.6384759
PG1318,-33.5333674,-70.6409130
PG1319,-33.5328974,-70.6434280
PG132,-33.5854746,-70.6281331
PG1320,-33.5318243,-70.6486429
PG1321,-33.5309583,-70.6553268
PG1322,-33.5305718,-70.6588227
PG1323,-33.5300251,-70.6620230
PG1324,-33.5300802,-70.6579307
PG1325,-33.5305072,-70.6553629
PG1326,-33.5321744,-70.6473208
PG1327,-33.5309204,-70.6460789
PG1328,-33.5314534,-70.6435210
PG1329,-33.5319484,-70.6408939
PG133,-33.5822553,-70.6288762
PG1330,-33.5324205,-70.6384109
PG1331,-33.5329965,-70.6353300
PG1332,-33.5377125,-70.6350669
PG1333,-33.5378079,-70.6368123
PG1334,-33.5373533,-70.6399869
PG1335,-33.5370507,-70.6418887
PG1336,-33.5372624,-70.6447320
PG1337,-33.5365943,-70.6482130
PG1338,-33.5362291,-70.6499375
PG1339,-33.5356912,-70.6525499
PG134,-33.5763205,-70.6294483
PG1340,-33.5352992,-70.6544780
PG1341,-33.5467237,-70.6501170
PG1342,-33.5489743,-70.6505739
PG1343,-33.5514063,-70.6510879
PG1344,-33.5531123,-70.6514450
PG1345,-33.5551463,-70.6518559
PG1347,-33.5850862,-70.6582650
PG1348,-33.5831462,-70.6579010
PG1349,-33.5519706,-70.6333590
PG135,-33.5729863,-70.6297411
PG1350,-33.5510675,-70.6348499
PG1351,-33.5507443,-70.6363978
PG1352,-33.5490275,-70.6365879
PG1353,-33.5473205,-70.6366560
PG1354,-33.5450432,-70.6367267
PG1355,-33.5424886,-70.6366498
PG1356,-33.5468645,-70.6367759
PG1357,-33.5485786,-70.6366890
PG1358,-33.5505065,-70.6366150
PG1359,-33.5512925,-70.6342150
PG136,-33.5723842,-70.6298006
PG1360,-33.5533005,-70.6384339
PG1361,-33.5529004,-70.6411669
PG1362,-33.5524194,-70.6445370
PG137,-33.5689922,-70.6300792
PG1371,-33.5840971,-70.6818228
PG1372,-33.5856128,-70.6779170
PG1376,-33.5873841,-70.6867729
PG1377,-33.5864363,-70.6887401
PG138,-33.5644296,-70.6303280
PG1384,-33.5933570,-70.7101068
PG139,-33.5606457,-70.6304601
PG14,-33.5560368,-70.6766289
PG1401,-33.5941753,-70.7087659
PG1402,-33.5912233,-70.7076450
PG1403,-33.5745634,-70.7014989
PG1404,-33.5651765,-70.6972110
PG1405,-33.5614045,-70.6965939
PG1406,-33.5529746,-70.6916039
PG1407,-33.5515753,-70.6890019
PG1408,-33.5526567,-70.6855999
PG1409,-33.5511417,-70.6847380
PG141,-33.5770540,-70.6304622
PG1410,-33.5491677,-70.6841220
PG1411,-33.5493648,-70.6821610
PG1412,-33.5496658,-70.6805309
PG1413,-33.5501738,-70.6778730
PG1414,-33.5511198,-70.6731158
PG1416,-33.5485696,-70.6736890
PG1417,-33.5480397,-70.6768539
PG1418,-33.5476511,-70.6794171
PG1419,-33.5472257,-70.6818296
PG142,-33.5767956,-70.6333849
PG1420,-33.5469820,-70.6834048
PG1421,-33.5465575,-70.6859005
PG1422,-33.5510016,-70.6904980
PG1423,-33.5527383,-70.6916165
PG1424,-33.5608775,-70.6966140
PG1425,-33.5648203,-70.6971759
PG1426,-33.5773304,-70.7028880
PG1427,-33.5903383,-70.7087853
PG1429,-33.5189052,-70.6785738
PG143,-33.5763125,-70.6380930
PG1430,-33.5411427,-70.7405910
PG1431,-33.5363428,-70.7365379
PG1432,-33.5316419,-70.7322149
PG1433,-33.5242406,-70.7265428
PG1437,-33.5289583,-70.6479859
PG1438,-33.5167838,-70.6630757
PG1439,-33.5831149,-70.6731599
PG144,-33.5759914,-70.6415749
PG1440,-33.6225111,-70.6912798
PG1441,-33.6203146,-70.6903790
PG1442,-33.6223316,-70.6910080
PG1443,-33.6238096,-70.6918599
PG1444,-33.5892207,-70.6882828
PG1445,-33.5908067,-70.6893909
PG1446,-33.5926190,-70.6906769
PG1447,-33.5852108,-70.6856904
PG1448,-33.5832597,-70.6845999
PG145,-33.5756737,-70.6450238
PG1452,-33.6241046,-70.6958156
PG1453,-33.6226724,-70.6998920
PG1455,-33.6243440,-70.6955549
PG1456,-33.6228154,-70.6997820
PG1457,-33.5245880,-70.6654799
PG1458,-33.5514920,-70.6886888
PG1459,-33.5494145,-70.6877718
PG146,-33.5753233,-70.6485599
PG1461,-33.5298572,-70.7109209
PG1462,-33.5309643,-70.7076250
PG1463,-33.5277262,-70.7163530
PG1464,-33.5610815,-70.6342350
PG1465,-33.5499114,-70.6441519
PG1466,-33.5222563,-70.6378198
PG1468,-33.5452461,-70.6499911
PG147,-33.5749103,-70.6517069
PG148,-33.5743932,-70.6554879
PG149,-33.5737702,-70.6597979
PG15,-33.5582452,-70.6783597
PG150,-33.5755712,-70.6607167
PG151,-33.5780059,-70.6613654
PG152,-33.5799471,-70.6619015
PG153,-33.5819051,-70.6624339
PG156,-33.5852522,-70.6583679
PG1564,-33.6347669,-70.7294170
PG1565,-33.6371840,-70.7326187
PG1566,-33.6485568,-70.7359619
PG1567,-33.6424038,-70.7344349
PG1569,-33.6675887,-70.7319452
PG157,-33.5855161,-70.6602130
PG1570,-33.6685845,-70.7387620
PG1571,-33.6681337,-70.7356058
PG1572,-33.6660251,-70.7206586
PG1573,-33.5392161,-70.6645971
PG1574,-33.6385722,-70.7118790
PG158,-33.5851502,-70.6629240
PG1580,-33.5982176,-70.6938409
PG1581,-33.5986945,-70.6942569
PG1582,-33.6241346,-70.6922580
PG1584,-33.5358081,-70.6637859
PG1586,-33.5357541,-70.6640259
PG1587,-33.5149231,-70.6610190
PG1588,-33.5915126,-70.6276379
PG1589,-33.5936519,-70.6080799
PG159,-33.5803451,-70.6618319
PG1590,-33.5856354,-70.6291613
PG1591,-33.5260001,-70.6626589
PG1592,-33.5158479,-70.6715379
PG1593,-33.5506894,-70.7014300
PG1594,-33.5499684,-70.7012279
PG1595,-33.5959948,-70.6993268
PG1596,-33.6515928,-70.7367030
PG1597,-33.6666496,-70.7430390
PG1599,-33.5922410,-70.7036889
PG16,-33.5594534,-70.6793038
PG160,-33.5773551,-70.6610229
PG1600,-33.6288508,-70.6784649
PG1601,-33.6348339,-70.6754189
PG1602,-33.6169548,-70.6821490
PG1603,-33.6351150,-70.6754111
PG1604,-33.6289578,-70.6785050
PG1605,-33.6400513,-70.7084329
PG1607,-33.6444922,-70.7110209
PG1608,-33.5956435,-70.7079658
PG1609,-33.5219415,-70.6398149
PG161,-33.5755461,-70.6605650
PG1610,-33.5608624,-70.6229473
PG1611,-33.5578120,-70.6312642
PG1612,-33.5164492,-70.6513050
PG1613,-33.5165672,-70.6540289
PG1614,-33.6410730,-70.6706580
PG1615,-33.6412002,-70.7114689
PG1616,-33.5437725,-70.6341529
PG1617,-33.5603813,-70.6307569
PG1618,-33.5545966,-70.6318579
PG1619,-33.5577134,-70.6311698
PG162,-33.5740041,-70.6601459
PG1621,-33.5540612,-70.6324123
PG1622,-33.5515384,-70.6330170
PG1623,-33.5559474,-70.6316805
PG1624,-33.5446855,-70.6340070
PG1625,-33.5471136,-70.6335229
PG1626,-33.5490096,-70.6331710
PG1627,-33.5581237,-70.6319424
PG1628,-33.6393915,-70.7036511
PG1629,-33.6395043,-70.7033640
PG163,-33.5742172,-70.6574469
PG1630,-33.6411090,-70.6708082
PG1631,-33.5322825,-70.7059327
PG1632,-33.5387112,-70.7075386
PG1633,-33.5776359,-70.6891840
PG1634,-33.5426058,-70.7068109
PG1635,-33.5356704,-70.7003119
PG1636,-33.6158031,-70.6980395
PG1637,-33.6155445,-70.6984211
PG1638,-33.5909613,-70.7062177
PG1639,-33.5764076,-70.6918860
PG164,-33.5744632,-70.6556600
PG1640,-33.6026364,-70.7016880
PG1641,-33.6382882,-70.7130579
PG1642,-33.5984057,-70.6841460
PG1643,-33.6647237,-70.7424070
PG1644,-33.6664327,-70.7428730
PG1645,-33.6525578,-70.7367869
PG1646,-33.6493358,-70.7359200
PG1647,-33.6426428,-70.7343080
PG1648,-33.6373218,-70.7325820
PG1649,-33.6347209,-70.7309199
PG165,-33.5749353,-70.6520409
PG1650,-33.6691129,-70.7434503
PG1651,-33.6685931,-70.7397320
PG1652,-33.6680049,-70.7355932
PG1655,-33.6292583,-70.6287850
PG1656,-33.5858115,-70.6291101
PG1657,-33.5683892,-70.6301233
PG1658,-33.5761056,-70.6296291
PG1659,-33.5842416,-70.6286489
PG166,-33.5753588,-70.6487829
PG1660,-33.5843008,-70.6285393
PG1661,-33.5877285,-70.6284176
PG1662,-33.5600427,-70.6305119
PG1664,-33.5647976,-70.6304730
PG1665,-33.5757180,-70.6295010
PG1666,-33.5650156,-70.6303049
PG1667,-33.5687755,-70.6302569
PG1668,-33.6113036,-70.6272809
PG1669,-33.6153457,-70.6269969
PG167,-33.5758294,-70.6444520
PG1670,-33.5828192,-70.6579260
PG1671,-33.5460137,-70.6841795
PG1672,-33.5566428,-70.6614682
PG1673,-33.5628342,-70.6656455
PG1674,-33.5162290,-70.6586504
PG1675,-33.5442503,-70.6556928
PG1676,-33.5446795,-70.6531503
PG1677,-33.5904750,-70.6129564
PG1679,-33.6146052,-70.6352603
PG168,-33.5760814,-70.6418749
PG1680,-33.6138774,-70.6435133
PG1681,-33.6148622,-70.6324843
PG1682,-33.6143718,-70.6379660
PG1683,-33.6248075,-70.6337950
PG1684,-33.5847704,-70.6437790
PG1685,-33.5625240,-70.6224428
PG1686,-33.5626326,-70.6223287
PG1687,-33.5620053,-70.6183539
PG1688,-33.5808284,-70.6365149
PG169,-33.5763485,-70.6384749
PG1690,-33.5575563,-70.6477094
PG1691,-33.5857782,-70.6582645
PG1692,-33.6259219,-70.6391928
PG1693,-33.6263659,-70.6341801
PG1694,-33.6156553,-70.6439104
PG1695,-33.6175619,-70.6441415
PG1696,-33.6228050,-70.6310532
PG1697,-33.6230517,-70.6281581
PG1698,-33.6182215,-70.6388281
PG1699,-33.5809004,-70.6340422
PG17,-33.5615968,-70.6809899
PG170,-33.5768395,-70.6336729
PG1700,-33.5788771,-70.6385830
PG1701,-33.6248036,-70.6280919
PG1702,-33.6418206,-70.7091208
PG1703,-33.5397614,-70.7040110
PG1704,-33.5399584,-70.7043080
PG1705,-33.5376839,-70.7020773
PG1706,-33.5343974,-70.6989473
PG1707,-33.5377517,-70.7022787
PG1708,-33.5573975,-70.6373720
PG1709,-33.5158317,-70.6576583
PG171,-33.5771379,-70.6303161
PG1712,-33.5511166,-70.6907560
PG1713,-33.6224964,-70.6334498
PG1714,-33.6226984,-70.6311414
PG1715,-33.5880928,-70.6088798
PG1716,-33.5321593,-70.6469839
PG1717,-33.5607898,-70.6153710
PG1718,-33.6155895,-70.6976870
PG1720,-33.5938249,-70.6078730
PG1721,-33.5765269,-70.6361839
PG1722,-33.5766344,-70.6357988
PG1723,-33.5188485,-70.6369609
PG1724,-33.5500742,-70.6529003
PG1725,-33.5504130,-70.6506252
PG1726,-33.5508225,-70.6477723
PG1727,-33.5512284,-70.6449555
PG1728,-33.5504183,-70.6510092
PG1729,-33.5508429,-70.6480570
PG1730,-33.5493948,-70.6570400
PG1731,-33.5536463,-70.7099780
PG1734,-33.5902242,-70.7104190
PG1739,-33.5631534,-70.6488769
PG174,-33.5838463,-70.6288570
PG1740,-33.5604943,-70.6482699
PG1741,-33.5575063,-70.6475309
PG1742,-33.5562181,-70.6470564
PG1743,-33.5627513,-70.6486880
PG1744,-33.5439091,-70.6577762
PG1745,-33.6332523,-70.7057790
PG1746,-33.5839912,-70.6523819
PG1747,-33.5914606,-70.6258658
PG1748,-33.5915164,-70.6228704
PG1749,-33.5915656,-70.6273959
PG175,-33.5883300,-70.6283505
PG1750,-33.5213992,-70.6754789
PG1751,-33.6397895,-70.7004805
PG1752,-33.6400979,-70.6996249
PG1753,-33.6066159,-70.7088098
PG1754,-33.6364969,-70.6746879
PG1755,-33.6366279,-70.6745119
PG1757,-33.5852581,-70.6626589
PG1758,-33.6376413,-70.7098279
PG1759,-33.5222339,-70.6734839
PG176,-33.5910974,-70.6280778
PG1760,-33.5229339,-70.6715280
PG1761,-33.5834701,-70.6628559
PG1762,-33.5635753,-70.7108039
PG1763,-33.6287794,-70.7033929
PG1764,-33.6265764,-70.7023639
PG1765,-33.5662782,-70.7112305
PG1767,-33.5951004,-70.6109359
PG1768,-33.6362800,-70.7228190
PG1769,-33.6364170,-70.7226079
PG177,-33.5959486,-70.6275947
PG1770,-33.6167845,-70.6973460
PG1772,-33.5406155,-70.6457333
PG1773,-33.6028512,-70.6858169
PG1774,-33.5999257,-70.6846370
PG1775,-33.5389368,-70.6454098
PG1776,-33.6171313,-70.6960666
PG1777,-33.5596036,-70.6300130
PG1778,-33.6022397,-70.6851509
PG1779,-33.5869921,-70.6635330
PG178,-33.5974668,-70.6274545
PG1780,-33.5819595,-70.7106703
PG1781,-33.5988561,-70.6806435
PG1782,-33.5996106,-70.6782111
PG1784,-33.5982213,-70.7104625
PG1785,-33.6088109,-70.7129659
PG1787,-33.6127082,-70.7118082
PG1788,-33.6128566,-70.7116506
PG1789,-33.6113389,-70.7120679
PG179,-33.5999436,-70.6272500
PG1791,-33.5633304,-70.7034981
PG1792,-33.5632444,-70.7044973
PG1793,-33.5450887,-70.6497952
PG1794,-33.5434431,-70.6494578
PG1795,-33.5421524,-70.6447269
PG1796,-33.5788698,-70.6852101
PG1797,-33.6674075,-70.7312997
PG1798,-33.6667388,-70.7263040
PG1799,-33.6667234,-70.7256861
PG18,-33.5637217,-70.6826899
PG180,-33.6051036,-70.6270530
PG1804,-33.5549477,-70.6925102
PG1805,-33.5550171,-70.6927162
PG181,-33.6122934,-70.6267129
PG182,-33.6149918,-70.6266431
PG1825,-33.5566588,-70.6164889
PG183,-33.6179307,-70.6266590
PG1838,-33.5374955,-70.6748732
PG184,-33.6209156,-70.6271130
PG1848,-33.5706357,-70.6995545
PG185,-33.6228437,-70.6276056
PG1857,-33.5891207,-70.6828352
PG187,-33.6271463,-70.6284088
PG1876,-33.5879221,-70.7111242
PG188,-33.6292687,-70.6291141
PG1892,-33.6135271,-70.6828619
PG1893,-33.6143334,-70.6828210
PG1894,-33.6149193,-70.7001138
PG1895,-33.6149790,-70.7002187
PG1896,-33.6160773,-70.7027660
PG1898,-33.6156544,-70.7064490
PG19,-33.5660857,-70.6846249
PG190,-33.6034683,-70.6270149
PG1900,-33.6150179,-70.7081768
PG1901,-33.5668142,-70.7031287
PG1903,-33.5670546,-70.7105102
PG1904,-33.6149943,-70.6910522
PG1905,-33.6132824,-70.6909382
PG1906,-33.6116378,-70.6946899
PG1907,-33.6134388,-70.6907554
PG1908,-33.6148103,-70.6910512
PG191,-33.6009216,-70.6271059
PG1915,-33.5604001,-70.6109676
PG1916,-33.5597990,-70.6119031
PG1917,-33.5599053,-70.6117389
PG1918,-33.6325651,-70.6298456
PG1919,-33.6004709,-70.6749496
PG192,-33.5981317,-70.6272692
PG1920,-33.5991350,-70.6744384
PG1921,-33.5987850,-70.6744075
PG1922,-33.5970172,-70.6737975
PG1923,-33.5966541,-70.6737790
PG1924,-33.5955215,-70.6734278
PG1925,-33.5945311,-70.6721663
PG1926,-33.5944871,-70.6722419
PG1927,-33.5919623,-70.6714399
PG1928,-33.5912041,-70.6712244
PG1929,-33.5897299,-70.6711380
PG193,-33.5942719,-70.6276297
PG1933,-33.6020517,-70.7128309
PG1934,-33.5389096,-70.6614722
PG1935,-33.5392913,-70.6622509
PG1936,-33.5846249,-70.6926273
PG1937,-33.5935468,-70.6955441
PG1938,-33.5939302,-70.6973994
PG194,-33.5918483,-70.6278423
PG1940,-33.6178587,-70.7007766
PG1941,-33.5866469,-70.6885237
PG1943,-33.5793017,-70.6845489
PG1944,-33.5814138,-70.6793120
PG1945,-33.5799998,-70.6827880
PG1947,-33.6690116,-70.7436682
PG1948,-33.5660096,-70.6270289
PG1949,-33.5653907,-70.6235319
PG195,-33.5879404,-70.6282316
PG1950,-33.5656027,-70.6244620
PG1951,-33.5657376,-70.6298869
PG1952,-33.5643937,-70.6224119
PG1953,-33.5639907,-70.6222849
PG1954,-33.5573878,-70.6161809
PG1955,-33.5659526,-70.6271159
PG1956,-33.6690453,-70.7443722
PG1957,-33.6689928,-70.7491573
PG1958,-33.6701425,-70.7512629
PG1959,-33.6721889,-70.7517550
PG196,-33.5873389,-70.6282988
PG1960,-33.6720869,-70.7511644
PG1961,-33.6696512,-70.7507089
PG1962,-33.6691035,-70.7502121
PG1963,-33.6691453,-70.7469260
PG1964,-33.6692470,-70.7442817
PG1965,-33.5900276,-70.6619682
PG1966,-33.5899675,-70.6617408
PG1968,-33.5904315,-70.6560603
PG197,-33.5416805,-70.6380709
PG1971,-33.5922579,-70.6355810
PG1972,-33.5923472,-70.6354615
PG1973,-33.5927047,-70.6304463
PG1974,-33.5927481,-70.6310305
PG1975,-33.5916149,-70.6428966
PG1976,-33.5917262,-70.6427573
PG1979,-33.6138570,-70.6882827
PG198,-33.5410190,-70.6427848
PG1980,-33.6073905,-70.6863460
PG1981,-33.6113224,-70.6876620
PG1982,-33.6138891,-70.6885743
PG1983,-33.6299713,-70.6889960
PG1984,-33.6286601,-70.6886038
PG1985,-33.6267665,-70.6879309
PG1986,-33.6246697,-70.6869521
PG1987,-33.6225269,-70.6860372
PG1988,-33.6206193,-70.6870457
PG1989,-33.6198744,-70.6907391
PG199,-33.5404853,-70.6465359
PG1990,-33.6106626,-70.6871103
PG1991,-33.6068018,-70.6858711
PG1992,-33.6073017,-70.6842642
PG1993,-33.6029819,-70.6862601
PG1994,-33.6071303,-70.6842717
PG1996,-33.5906300,-70.6127638
PG1998,-33.6134647,-70.6965096
PG1999,-33.6209953,-70.6859319
PG2,-33.5203395,-70.6598166
PG20,-33.5681027,-70.6862820
PG200,-33.5398494,-70.6508308
PG2000,-33.6220658,-70.6861253
PG2001,-33.6250618,-70.6872940
PG2002,-33.6286497,-70.6887007
PG2003,-33.6308049,-70.6893680
PG2004,-33.5939080,-70.6125608
PG2006,-33.5921690,-70.6186523
PG2007,-33.5571724,-70.6398606
PG2009,-33.6143162,-70.6777396
PG201,-33.5390702,-70.6550089
PG2010,-33.6141835,-70.6775537
PG2011,-33.6121905,-70.6762218
PG2012,-33.6104716,-70.6746365
PG2013,-33.6088566,-70.6786792
PG2014,-33.6083614,-70.6806096
PG2015,-33.6077980,-70.6822476
PG2016,-33.6077809,-70.6828400
PG2017,-33.6033186,-70.6820636
PG2018,-33.6009730,-70.6814684
PG2019,-33.5980703,-70.6807224
PG202,-33.5382261,-70.6598689
PG2020,-33.6083926,-70.6809658
PG2021,-33.6089828,-70.6786816
PG2022,-33.6109985,-70.6750131
PG2023,-33.6126652,-70.6771255
PG2024,-33.5984052,-70.6102188
PG2025,-33.6714681,-70.7443594
PG2026,-33.5809994,-70.6102832
PG2027,-33.5828984,-70.6112667
PG2028,-33.6752415,-70.7453524
PG2029,-33.5626634,-70.6145963
PG203,-33.5373805,-70.6631469
PG2030,-33.5627937,-70.6142863
PG2031,-33.6795870,-70.7454295
PG2032,-33.6922646,-70.7448875
PG2033,-33.6849113,-70.7451596
PG2034,-33.6942051,-70.7498569
PG2036,-33.6687025,-70.7435163
PG2037,-33.6714609,-70.7442299
PG2038,-33.6747857,-70.7450628
PG2039,-33.6794621,-70.7453299
PG204,-33.5397371,-70.6649980
PG2040,-33.6849452,-70.7453113
PG2041,-33.6922721,-70.7449955
PG2042,-33.6960766,-70.7495173
PG2043,-33.6953259,-70.7471286
